,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID,TotalAmountPredictionByModel,TotalAmount_Original
84594,ORD0084595,13-08-2023,CUST006270,Aarav Kapoor,P00018,Vacuum Cleaner,Home & Kitchen,HomeEase,4,373.1,0,119.39,4.63,1616.42,Net Banking,Pending,Washington,DC,India,SELL00148,1615.5633,1616.42
38916,ORD0038917,21-11-2022,CUST041272,Neha Sharma,P00024,Yoga Mat,Clothing,FitLife,2,563.56,0.1,50.72,3.05,1068.18,Amazon Pay,Delivered,Philadelphia,PA,United Kingdom,SELL01387,1068.8041,1068.18
61493,ORD0061494,14-12-2023,CUST022659,Karan Verma,P00015,Instant Pot,Toys & Games,UrbanStyle,3,342.69,0.1,111.03,0.56,1036.85,Credit Card,Returned,Washington,DC,United States,SELL01032,1037.9676,1036.85
72681,ORD0072682,30-04-2022,CUST001891,Rohit Joshi,P00001,Wireless Earbuds,Sports & Outdoors,BrightLux,1,397.89,0.1,28.65,13.37,400.12,Credit Card,Delivered,San Jose,CA,United States,SELL00529,398.7965,400.12
53555,ORD0053556,24-03-2020,CUST015643,Priya Mehta,P00028,Jeans,Sports & Outdoors,UrbanStyle,2,533.69,0,53.37,7.95,1128.7,Credit Card,Shipped,San Francisco,CA,India,SELL00259,1129.2355,1128.7
70003,ORD0070004,11-01-2021,CUST037801,Priya Singh,P00042,Projector Mini,Clothing,KiddoFun,3,351.53,0.1,113.9,3.28,1066.31,Amazon Pay,Delivered,Philadelphia,PA,India,SELL00297,1066.145,1066.31
71581,ORD0071582,12-11-2022,CUST025308,Simran Sharma,P00030,Dress Shirt,Toys & Games,BrightLux,4,513.9,0.1,222,9.86,2081.9,Credit Card,Delivered,Philadelphia,PA,United States,SELL01303,2080.8923,2081.9
44875,ORD0044876,04-07-2022,CUST031655,Mohit Kapoor,P00014,Drone Mini,Electronics,BrightLux,4,111.6,0.05,33.93,9.56,467.57,Debit Card,Pending,Columbus,OH,India,SELL00392,468.9245,467.57
51898,ORD0051899,11-09-2022,CUST025943,Vikas Mehta,P00006,Gaming Mouse,Home & Kitchen,UrbanStyle,3,522.89,0,78.43,9.69,1656.79,Debit Card,Delivered,Philadelphia,PA,United States,SELL00633,1655.8353,1656.79
62646,ORD0062647,08-12-2020,CUST006113,Karan Patel,P00013,Action Camera,Home & Kitchen,Zenith,3,34.86,0,5.23,12.22,122.03,Amazon Pay,Delivered,Fort Worth,TX,India,SELL01743,120.6526,122.03
52728,ORD0052729,01-11-2024,CUST014421,Aman Gupta,P00006,Gaming Mouse,Books,KiddoFun,3,73.23,0.05,0,6.56,215.27,UPI,Delivered,New York,NY,United States,SELL01895,217.006,215.27
32693,ORD0032694,30-03-2020,CUST038259,Pooja Verma,P00033,Puzzle 1000pc,Toys & Games,KiddoFun,2,105.96,0.1,34.33,13.55,238.61,Debit Card,Delivered,San Diego,CA,United States,SELL01428,238.3706,238.61
9863,ORD0009864,20-12-2023,CUST036973,Kabir Patel,P00018,Vacuum Cleaner,Home & Kitchen,FitLife,5,15.03,0,6.01,12.87,94.03,Debit Card,Delivered,Philadelphia,PA,Australia,SELL01760,92.3596,94.03
35191,ORD0035192,17-10-2021,CUST018642,Aditya Reddy,P00023,Cookware Set,Home & Kitchen,FitLife,1,467.59,0.25,42.08,14.38,407.15,Debit Card,Shipped,Phoenix,AZ,India,SELL01321,406.0943,407.15
64277,ORD0064278,01-01-2024,CUST048872,Simran Kumar,P00027,Winter Jacket,Electronics,CoreTech,2,269.18,0,43.07,5.86,587.29,Amazon Pay,Shipped,San Diego,CA,United States,SELL01720,587.5436,587.29
48111,ORD0048112,14-10-2023,CUST016863,Vikas Mehta,P00044,Power Bank 20000mAh,Toys & Games,Zenith,2,26.45,0.1,2.38,3.86,53.85,Credit Card,Delivered,Phoenix,AZ,United States,SELL00625,54.3023,53.85
22750,ORD0022751,23-06-2023,CUST012154,Aman Mehta,P00028,Jeans,Toys & Games,KiddoFun,3,279.29,0.15,85.46,12.23,809.88,Net Banking,Delivered,Philadelphia,PA,United States,SELL01069,808.1116,809.88
6974,ORD0006975,01-09-2023,CUST008486,Ritika Verma,P00003,Smartphone Case,Electronics,UrbanStyle,5,328.69,0,131.48,4.54,1779.47,Credit Card,Delivered,Chicago,IL,Australia,SELL00779,1779.5605,1779.47
79224,ORD0079225,26-03-2023,CUST049131,Vikas Sharma,P00048,Wireless Charger,Electronics,UrbanStyle,1,262.32,0,47.22,3.97,313.51,Credit Card,Delivered,San Diego,CA,India,SELL01688,312.9435,313.51
97171,ORD0097172,10-04-2024,CUST017529,Vivaan Patel,P00035,Desk Plant,Clothing,FitLife,3,23.65,0.2,6.81,14.94,78.51,UPI,Delivered,Seattle,WA,United States,SELL00228,75.9813,78.51
1259,ORD0001260,10-01-2020,CUST003725,Vivaan Reddy,P00039,Graphic Tablet,Sports & Outdoors,FitLife,5,324.69,0,292.22,11.9,1927.57,Amazon Pay,Delivered,Seattle,WA,India,SELL00388,1923.1485,1927.57
39932,ORD0039933,12-02-2023,CUST039303,Aarav Singh,P00025,Running Shoes,Clothing,KiddoFun,5,52.14,0,13.04,1.45,275.19,Credit Card,Delivered,Charlotte,NC,India,SELL01856,277.566,275.19
36284,ORD0036285,04-07-2024,CUST013415,Arjun Sharma,P00046,Car Charger,Home & Kitchen,Zenith,4,596.17,0.15,162.16,4.23,2193.37,Cash on Delivery,Shipped,Jacksonville,FL,United States,SELL01665,2191.9357,2193.37
16780,ORD0016781,23-10-2022,CUST042452,Priya Joshi,P00001,Wireless Earbuds,Home & Kitchen,HomeEase,1,468.33,0,37.47,3.35,509.15,Cash on Delivery,Shipped,Los Angeles,CA,United States,SELL01994,509.5773,509.15
64307,ORD0064308,13-11-2020,CUST008274,Sneha Gupta,P00020,Office Chair,Books,CoreTech,3,9.12,0,3.28,2.43,33.07,Debit Card,Delivered,Chicago,IL,United States,SELL01867,32.7916,33.07
95059,ORD0095060,13-03-2020,CUST027398,Vihaan Kapoor,P00043,HDMI Cable 2m,Sports & Outdoors,Zenith,1,55.69,0.2,0,3.23,47.78,Credit Card,Delivered,Charlotte,NC,United States,SELL01198,48.8246,47.78
91845,ORD0091846,13-09-2023,CUST038456,Arjun Sharma,P00031,Kids Toy Car,Sports & Outdoors,ReadMore,5,86.03,0.2,17.21,13.9,375.23,Credit Card,Delivered,New York,NY,United States,SELL01892,369.599,375.23
30678,ORD0030679,15-10-2024,CUST045961,Priya Kumar,P00034,Desk Organizer,Toys & Games,KiddoFun,3,533.68,0.05,121.68,5.16,1647.83,UPI,Pending,San Antonio,TX,United States,SELL01212,1647.857,1647.83
59976,ORD0059977,25-10-2022,CUST043286,Aarav Sharma,P00010,Smartwatch,Electronics,UrbanStyle,2,340.46,0.1,110.31,11.59,734.73,UPI,Delivered,New York,NY,Canada,SELL01738,730.99,734.73
98470,ORD0098471,16-11-2022,CUST002241,Kabir Joshi,P00010,Smartwatch,Toys & Games,ReadMore,3,340.81,0.3,57.26,11.16,784.12,Net Banking,Delivered,New York,NY,United States,SELL01774,786.405,784.12
21898,ORD0021899,09-08-2024,CUST014324,Kabir Kapoor,P00012,Noise Cancelling Headphones,Home & Kitchen,Zenith,3,257.25,0.25,28.94,7.1,614.85,Credit Card,Delivered,Charlotte,NC,United States,SELL00983,612.9809,614.85
37706,ORD0037707,03-08-2020,CUST037343,Neha Gupta,P00035,Desk Plant,Sports & Outdoors,HomeEase,5,280.86,0,112.34,14.52,1531.16,Credit Card,Delivered,Columbus,OH,United States,SELL01162,1527.5503,1531.16
7509,ORD0007510,16-07-2023,CUST042578,Sneha Patel,P00013,Action Camera,Books,ReadMore,5,274.72,0,164.83,8.72,1547.15,Net Banking,Delivered,Austin,TX,United States,SELL01053,1546.3587,1547.15
99147,ORD0099148,28-12-2021,CUST037779,Aditya Singh,P00019,LED Desk Lamp,Home & Kitchen,NexPro,2,408.68,0.2,52.31,6.42,712.62,Debit Card,Delivered,Philadelphia,PA,Canada,SELL01437,711.3383,712.62
97108,ORD0097109,01-11-2023,CUST041032,Sunita Joshi,P00050,Novel Bestseller,Toys & Games,CoreTech,4,102.54,0.1,18.46,3.29,390.89,Debit Card,Delivered,Phoenix,AZ,United States,SELL00355,391.4955,390.89
97665,ORD0097666,10-05-2021,CUST029338,Vivaan Sharma,P00020,Office Chair,Home & Kitchen,Apex,2,98.64,0,15.78,6.07,219.13,Credit Card,Delivered,Indianapolis,IN,United States,SELL00724,218.9568,219.13
23033,ORD0023034,09-07-2022,CUST037246,Rohit Kapoor,P00036,Smart Light Bulb,Home & Kitchen,Zenith,2,190.99,0.15,25.97,5.01,355.66,Amazon Pay,Shipped,Philadelphia,PA,United States,SELL00477,356.569,355.66
25619,ORD0025620,22-05-2024,CUST013227,Aarav Reddy,P00018,Vacuum Cleaner,Clothing,KiddoFun,3,82.96,0,0,2.55,251.43,Credit Card,Delivered,Denver,CO,United States,SELL00664,250.9872,251.43
13984,ORD0013985,24-04-2022,CUST031491,Karan Kumar,P00015,Instant Pot,Sports & Outdoors,HomeEase,2,223.63,0,35.78,13.97,497.01,Cash on Delivery,Delivered,Philadelphia,PA,United States,SELL00259,496.2784,497.01
36895,ORD0036896,24-12-2022,CUST026550,Karan Verma,P00014,Drone Mini,Clothing,ReadMore,3,84.12,0.05,11.99,11.55,263.28,UPI,Pending,San Francisco,CA,United States,SELL00227,261.5333,263.28
69013,ORD0069014,05-07-2021,CUST048206,Ritika Singh,P00035,Desk Plant,Toys & Games,KiddoFun,3,433.23,0.2,83.18,7.87,1130.8,Amazon Pay,Pending,Seattle,WA,Canada,SELL01758,1131.4789,1130.8
10688,ORD0010689,13-05-2023,CUST008831,Mohit Mehta,P00028,Jeans,Home & Kitchen,KiddoFun,3,213.33,0.05,48.64,0.14,656.77,Credit Card,Delivered,Dallas,TX,United States,SELL01315,657.5571,656.77
30603,ORD0030604,03-03-2020,CUST020732,Kabir Joshi,P00015,Instant Pot,Sports & Outdoors,FitLife,3,129.98,0.05,18.52,8.71,397.67,Credit Card,Delivered,San Jose,CA,India,SELL01004,397.7341,397.67
65288,ORD0065289,08-08-2023,CUST004701,Priya Reddy,P00032,Board Game,Toys & Games,HomeEase,3,404.61,0,218.49,13.74,1446.06,Cash on Delivery,Delivered,San Jose,CA,Canada,SELL00396,1445.0416,1446.06
27058,ORD0027059,23-11-2020,CUST035898,Aarav Kumar,P00042,Projector Mini,Books,NexPro,2,102.49,0.05,23.37,6.56,224.66,UPI,Shipped,San Francisco,CA,United States,SELL01882,225.3313,224.66
76326,ORD0076327,18-01-2021,CUST041004,Sahil Patel,P00014,Drone Mini,Toys & Games,FitLife,2,574.46,0,91.91,2.45,1243.28,Amazon Pay,Delivered,Seattle,WA,United Kingdom,SELL01097,1244.5213,1243.28
80819,ORD0080820,08-03-2021,CUST049034,Sahil Singh,P00027,Winter Jacket,Toys & Games,BrightLux,4,22.67,0,7.25,4.77,102.7,Amazon Pay,Delivered,Chicago,IL,India,SELL00002,101.5403,102.7
98550,ORD0098551,23-10-2022,CUST039595,Sahil Gupta,P00038,External HDD 2TB,Electronics,NexPro,5,183.88,0,110.33,14.85,1044.58,Credit Card,Delivered,Indianapolis,IN,India,SELL00321,1043.0646,1044.58
30446,ORD0030447,30-07-2020,CUST048222,Aman Reddy,P00050,Novel Bestseller,Clothing,HomeEase,1,319.07,0.15,13.56,0.43,285.2,Debit Card,Delivered,San Diego,CA,United States,SELL01592,287.4084,285.2
95180,ORD0095181,12-11-2022,CUST047974,Vivaan Kapoor,P00036,Smart Light Bulb,Electronics,Apex,4,166.38,0.1,107.81,0.41,707.19,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL01513,709.3752,707.19
15591,ORD0015592,20-11-2020,CUST042047,Neha Joshi,P00028,Jeans,Home & Kitchen,HomeEase,4,482.02,0.05,91.58,7.54,1930.8,Credit Card,Delivered,Washington,DC,United States,SELL01060,1930.1323,1930.8
31472,ORD0031473,26-06-2024,CUST026178,Simran Singh,P00029,T-Shirt,Books,Apex,5,317.52,0,190.51,12.28,1790.39,UPI,Delivered,San Diego,CA,United Kingdom,SELL00508,1787.5966,1790.39
81906,ORD0081907,22-12-2023,CUST042594,Vivaan Reddy,P00023,Cookware Set,Electronics,NexPro,1,169.57,0.2,10.85,8.11,154.62,Net Banking,Delivered,Houston,TX,United States,SELL00079,154.5152,154.62
36138,ORD0036139,13-09-2020,CUST026534,Mohit Joshi,P00004,USB-C Charger,Home & Kitchen,ReadMore,3,32.04,0,7.69,6.08,109.89,Debit Card,Delivered,New York,NY,United States,SELL01557,110.2462,109.89
39556,ORD0039557,08-10-2022,CUST041071,Anjali Singh,P00039,Graphic Tablet,Books,Zenith,4,587.07,0,117.41,7.24,2472.93,UPI,Delivered,Fort Worth,TX,United States,SELL00177,2473.4884,2472.93
56527,ORD0056528,19-10-2021,CUST032534,Sneha Reddy,P00037,Router,Electronics,ReadMore,3,562.41,0.25,101.23,7.84,1374.49,UPI,Shipped,Charlotte,NC,India,SELL00798,1375.3235,1374.49
4892,ORD0004893,11-05-2024,CUST036196,Arjun Gupta,P00037,Router,Books,FitLife,2,373.2,0.2,47.77,8.63,653.52,Credit Card,Delivered,San Diego,CA,Canada,SELL00990,652.6501,653.52
67775,ORD0067776,16-03-2020,CUST040262,Pooja Sharma,P00035,Desk Plant,Home & Kitchen,Apex,3,25.41,0.15,3.24,12.54,80.58,Net Banking,Shipped,Philadelphia,PA,United States,SELL01865,80.0865,80.58
10370,ORD0010371,02-12-2023,CUST038025,Priya Patel,P00015,Instant Pot,Books,HomeEase,5,190.53,0,76.21,9.96,1038.82,Credit Card,Delivered,Jacksonville,FL,United States,SELL00179,1037.4203,1038.82
76986,ORD0076987,07-05-2020,CUST026538,Sneha Reddy,P00010,Smartwatch,Electronics,Zenith,1,507.47,0,60.9,3.72,572.09,Credit Card,Delivered,Chicago,IL,United States,SELL00241,571.8477,572.09
74119,ORD0074120,07-07-2020,CUST020354,Kabir Kapoor,P00035,Desk Plant,Home & Kitchen,CoreTech,5,247.3,0.05,0,13.57,1188.24,Amazon Pay,Delivered,San Jose,CA,United States,SELL01196,1187.0922,1188.24
5419,ORD0005420,30-10-2021,CUST015847,Karan Kapoor,P00001,Wireless Earbuds,Books,UrbanStyle,4,159.15,0,31.83,6.34,674.77,UPI,Delivered,Fort Worth,TX,United States,SELL00643,676.5575,674.77
38528,ORD0038529,30-11-2021,CUST048619,Vikas Patel,P00015,Instant Pot,Books,KiddoFun,5,341.75,0.15,261.44,10.41,1724.29,Amazon Pay,Delivered,Jacksonville,FL,India,SELL01922,1724.5815,1724.29
36709,ORD0036710,04-07-2021,CUST008806,Neha Sharma,P00006,Gaming Mouse,Clothing,KiddoFun,3,150.83,0.05,21.49,2.16,453.52,UPI,Shipped,Austin,TX,United States,SELL00510,454.4809,453.52
42098,ORD0042099,06-03-2021,CUST029989,Arjun Patel,P00024,Yoga Mat,Home & Kitchen,BrightLux,3,124.84,0.05,28.46,5.14,389.39,Amazon Pay,Delivered,Dallas,TX,Canada,SELL00820,389.199,389.39
5689,ORD0005690,15-04-2021,CUST036443,Kabir Kumar,P00040,Microphone,Clothing,BrightLux,1,256.52,0.15,26.17,2.85,247.06,Net Banking,Delivered,New York,NY,Australia,SELL00987,248.3325,247.06
49358,ORD0049359,10-05-2020,CUST045993,Anjali Kapoor,P00024,Yoga Mat,Books,Apex,3,61.81,0.15,12.61,0.16,170.39,Debit Card,Delivered,Seattle,WA,Australia,SELL00786,173.3759,170.39
36091,ORD0036092,10-06-2024,CUST021068,Aditya Mehta,P00043,HDMI Cable 2m,Home & Kitchen,FitLife,4,385.82,0,0,0.71,1543.99,Credit Card,Delivered,Chicago,IL,United States,SELL01375,1542.6429,1543.99
9366,ORD0009367,29-10-2021,CUST019690,Aarav Gupta,P00018,Vacuum Cleaner,Books,ReadMore,1,585.4,0.2,56.2,13.5,538.02,Amazon Pay,Shipped,Columbus,OH,United States,SELL01294,537.5486,538.02
24986,ORD0024987,25-01-2023,CUST030086,Vihaan Patel,P00049,Children's Book,Electronics,UrbanStyle,3,536.46,0.05,76.45,10.56,1615.92,Debit Card,Delivered,Columbus,OH,United States,SELL01618,1614.0539,1615.92
49271,ORD0049272,15-07-2021,CUST044482,Rohit Mehta,P00015,Instant Pot,Books,NexPro,5,560.62,0.2,179.4,3.69,2425.57,Net Banking,Delivered,San Diego,CA,Canada,SELL01095,2425.1159,2425.57
35188,ORD0035189,17-06-2021,CUST015827,Vivaan Patel,P00046,Car Charger,Electronics,FitLife,4,346.48,0,69.3,1.74,1456.96,Net Banking,Shipped,San Antonio,TX,United States,SELL00798,1458.0909,1456.96
32210,ORD0032211,15-03-2023,CUST031447,Anjali Kumar,P00043,HDMI Cable 2m,Home & Kitchen,UrbanStyle,1,417.23,0,33.38,8.09,458.7,Amazon Pay,Delivered,Houston,TX,United States,SELL00803,458.8741,458.7
98500,ORD0098501,15-05-2021,CUST035232,Sneha Patel,P00036,Smart Light Bulb,Home & Kitchen,HomeEase,2,129.53,0.05,12.31,10.65,269.07,UPI,Delivered,Fort Worth,TX,United States,SELL00019,268.4157,269.07
65333,ORD0065334,26-03-2021,CUST004933,Aarav Reddy,P00037,Router,Home & Kitchen,BrightLux,1,397.76,0.15,16.9,8.75,363.75,Debit Card,Delivered,Phoenix,AZ,United States,SELL01844,364.1322,363.75
5040,ORD0005041,27-08-2021,CUST032738,Arjun Joshi,P00034,Desk Organizer,Sports & Outdoors,BrightLux,2,349.51,0.05,33.2,11.92,709.19,Cash on Delivery,Shipped,Phoenix,AZ,United States,SELL00981,708.6432,709.19
52689,ORD0052690,27-11-2021,CUST015615,Simran Sharma,P00011,Fitness Band,Toys & Games,BrightLux,4,55.11,0.05,37.7,4.54,251.66,Cash on Delivery,Delivered,Washington,DC,United States,SELL00355,251.3026,251.66
69896,ORD0069897,12-09-2024,CUST003820,Karan Joshi,P00010,Smartwatch,Books,UrbanStyle,2,408.87,0.05,38.84,6.64,822.33,Cash on Delivery,Shipped,Phoenix,AZ,Australia,SELL01256,821.6739,822.33
2862,ORD0002863,08-06-2020,CUST039477,Aarav Gupta,P00027,Winter Jacket,Toys & Games,NexPro,3,323.11,0.2,38.77,14.81,829.04,Debit Card,Delivered,Los Angeles,CA,India,SELL01835,827.0838,829.04
79052,ORD0079053,17-10-2024,CUST011292,Simran Mehta,P00029,T-Shirt,Books,HomeEase,4,358.02,0,257.77,12.63,1702.48,Credit Card,Delivered,San Antonio,TX,India,SELL01998,1700.427,1702.48
4709,ORD0004710,18-01-2024,CUST031133,Aditya Patel,P00040,Microphone,Toys & Games,Zenith,2,196.28,0.05,18.65,2.82,394.4,UPI,Cancelled,Fort Worth,TX,India,SELL00095,394.9572,394.4
57114,ORD0057115,13-12-2021,CUST005541,Pooja Reddy,P00003,Smartphone Case,Toys & Games,HomeEase,1,598.2,0,29.91,11.84,639.95,Net Banking,Delivered,Washington,DC,India,SELL00577,639.8464,639.95
46198,ORD0046199,16-01-2020,CUST029093,Sneha Sharma,P00044,Power Bank 20000mAh,Home & Kitchen,KiddoFun,5,258.14,0,103.26,0.48,1394.44,Credit Card,Delivered,Phoenix,AZ,United States,SELL01827,1398.3713,1394.44
99361,ORD0099362,09-12-2022,CUST036072,Aarav Gupta,P00049,Children's Book,Home & Kitchen,HomeEase,5,501.3,0.15,106.53,10.03,2247.09,Credit Card,Shipped,Columbus,OH,India,SELL00884,2248.0974,2247.09
8969,ORD0008970,03-06-2021,CUST023489,Aman Singh,P00050,Novel Bestseller,Home & Kitchen,CoreTech,1,583.01,0.05,99.69,6.36,659.91,Debit Card,Delivered,Austin,TX,United States,SELL00920,659.475,659.91
64800,ORD0064801,07-02-2023,CUST019802,Neha Kapoor,P00021,Backpack,Home & Kitchen,ReadMore,2,246.99,0.1,53.35,4.79,502.72,Credit Card,Delivered,Seattle,WA,United States,SELL01705,503.4131,502.72
70704,ORD0070705,24-02-2024,CUST033404,Pooja Gupta,P00042,Projector Mini,Home & Kitchen,BrightLux,3,117.19,0.05,26.72,6.99,367.7,Amazon Pay,Delivered,Chicago,IL,India,SELL01498,366.7064,367.7
11146,ORD0011147,22-01-2024,CUST027345,Ritika Gupta,P00037,Router,Home & Kitchen,BrightLux,4,262.79,0,0,5.04,1056.2,UPI,Delivered,Jacksonville,FL,India,SELL00935,1056.2373,1056.2
87209,ORD0087210,07-03-2020,CUST007827,Sahil Kapoor,P00005,Laptop Sleeve,Books,FitLife,5,392.77,0,98.19,14.3,2076.34,Cash on Delivery,Delivered,San Antonio,TX,United States,SELL00091,2072.6318,2076.34
86703,ORD0086704,20-12-2020,CUST041114,Kabir Reddy,P00043,HDMI Cable 2m,Clothing,HomeEase,1,91.43,0,0,9.93,101.36,Credit Card,Delivered,Fort Worth,TX,Australia,SELL00078,99.9513,101.36
39969,ORD0039970,13-08-2020,CUST028459,Arjun Patel,P00040,Microphone,Electronics,KiddoFun,1,104.97,0.05,4.99,12,116.71,UPI,Delivered,San Diego,CA,United Kingdom,SELL00781,116.0873,116.71
55107,ORD0055108,14-02-2022,CUST030384,Arjun Kapoor,P00008,4K Monitor,Home & Kitchen,CoreTech,5,598.5,0.1,215.46,6.97,2915.68,UPI,Shipped,Columbus,OH,United States,SELL00181,2915.2886,2915.68
34687,ORD0034688,05-03-2020,CUST041893,Ritika Reddy,P00012,Noise Cancelling Headphones,Clothing,CoreTech,4,261.58,0.2,100.45,12.51,950.02,Net Banking,Delivered,Dallas,TX,United States,SELL00161,948.8069,950.02
39685,ORD0039686,08-09-2023,CUST042246,Vivaan Reddy,P00042,Projector Mini,Home & Kitchen,Apex,2,318.24,0.05,30.23,0.21,635.1,Amazon Pay,Delivered,Houston,TX,United States,SELL00760,636.0878,635.1
66810,ORD0066811,21-12-2022,CUST048859,Vivaan Patel,P00017,Electric Kettle,Sports & Outdoors,ReadMore,3,219.94,0,79.18,14.75,753.75,Amazon Pay,Delivered,New York,NY,United States,SELL00226,750.652,753.75
18184,ORD0018185,21-04-2020,CUST001198,Anjali Patel,P00014,Drone Mini,Clothing,NexPro,2,505.4,0.05,76.82,2.57,1039.65,UPI,Delivered,San Diego,CA,United States,SELL01574,1040.0977,1039.65
6658,ORD0006659,12-09-2024,CUST039562,Arjun Joshi,P00031,Kids Toy Car,Clothing,BrightLux,5,237.21,0,94.88,6.87,1287.8,Cash on Delivery,Delivered,Denver,CO,United States,SELL00080,1287.8763,1287.8
85458,ORD0085459,15-12-2020,CUST040473,Ritika Reddy,P00030,Dress Shirt,Clothing,BrightLux,3,274.05,0.2,78.93,7.97,744.62,Debit Card,Delivered,San Antonio,TX,United States,SELL01581,742.9314,744.62
57520,ORD0057521,29-05-2020,CUST049594,Pooja Sharma,P00046,Car Charger,Home & Kitchen,HomeEase,3,404.99,0,145.8,7.04,1367.81,Credit Card,Delivered,New York,NY,India,SELL00751,1367.4569,1367.81
31440,ORD0031441,14-06-2022,CUST001678,Anjali Gupta,P00027,Winter Jacket,Home & Kitchen,NexPro,3,181.28,0,43.51,2.09,589.44,UPI,Delivered,Austin,TX,United States,SELL00893,589.9602,589.44
6006,ORD0006007,12-04-2024,CUST019570,Pooja Patel,P00047,Memory Card 128GB,Electronics,BrightLux,5,576.02,0.15,195.85,11.14,2655.08,Credit Card,Delivered,Austin,TX,Australia,SELL00994,2653.2492,2655.08
10816,ORD0010817,07-06-2021,CUST041967,Sunita Singh,P00031,Kids Toy Car,Sports & Outdoors,UrbanStyle,4,577.1,0,184.67,11.07,2504.14,Credit Card,Delivered,New York,NY,United States,SELL01868,2503.1464,2504.14
9265,ORD0009266,24-03-2024,CUST012823,Aarav Kapoor,P00042,Projector Mini,Books,BrightLux,4,425.22,0.25,63.78,14.13,1353.57,Credit Card,Delivered,Denver,CO,United States,SELL01063,1350.657,1353.57
2851,ORD0002852,28-02-2021,CUST032195,Karan Patel,P00011,Fitness Band,Electronics,ReadMore,3,205.88,0.1,0,12.37,568.25,Cash on Delivery,Delivered,San Diego,CA,India,SELL01575,572.7813,568.25
33181,ORD0033182,21-02-2022,CUST036110,Kabir Kapoor,P00050,Novel Bestseller,Books,HomeEase,4,455.06,0,218.43,4.45,2043.12,Credit Card,Delivered,San Francisco,CA,United States,SELL01914,2045.2794,2043.12
68554,ORD0068555,27-07-2022,CUST019142,Neha Singh,P00009,Portable SSD 1TB,Clothing,FitLife,4,386.92,0.05,0,5.08,1475.38,Amazon Pay,Delivered,San Jose,CA,United States,SELL01669,1478.6498,1475.38
42606,ORD0042607,15-01-2022,CUST048101,Priya Singh,P00025,Running Shoes,Books,Apex,2,319.24,0,51.08,10.96,700.52,Credit Card,Delivered,Los Angeles,CA,United States,SELL01751,700.3965,700.52
66251,ORD0066252,03-07-2020,CUST028921,Aman Singh,P00035,Desk Plant,Electronics,Zenith,3,417,0,100.08,0.44,1351.52,Credit Card,Shipped,Dallas,TX,United States,SELL01276,1352.2429,1351.52
60056,ORD0060057,20-04-2024,CUST027922,Ritika Joshi,P00030,Dress Shirt,Clothing,ReadMore,2,10.54,0.25,0.79,3.82,20.42,Amazon Pay,Delivered,Los Angeles,CA,United States,SELL01984,21.3277,20.42
57540,ORD0057541,27-05-2020,CUST038687,Sahil Gupta,P00005,Laptop Sleeve,Home & Kitchen,CoreTech,4,306.71,0,61.34,13.8,1301.98,Debit Card,Delivered,San Francisco,CA,United States,SELL00697,1299.5754,1301.98
41791,ORD0041792,07-06-2021,CUST028000,Aman Joshi,P00014,Drone Mini,Electronics,KiddoFun,2,145.48,0.05,0,2.94,279.35,Net Banking,Delivered,Denver,CO,United States,SELL01262,283.2011,279.35
36855,ORD0036856,14-05-2024,CUST003197,Aditya Patel,P00005,Laptop Sleeve,Books,BrightLux,4,442.39,0,141.56,5.69,1916.81,Credit Card,Delivered,Houston,TX,United States,SELL00274,1917.5105,1916.81
